Variable,Estimate,Std..Error,t.value,Pr...t..,Significance,From,To
LouisianatoMissouri,0.227949896,0.144345927,1.579191743,0.114293381,,Louisiana,Missouri
LouisianatoMontana,1.265455106,0.294569369,4.295949412,1.74E-05,*,Louisiana,Montana
LouisianatoNebraska,-0.060918475,0.392427509,-0.155234977,0.876636204,,Louisiana,Nebraska
LouisianatoNevada,0.876187982,0.355131432,2.467221717,0.013617284,*,Louisiana,Nevada
LouisianatoNew Hampshire,1.001813399,0.480576822,2.08460615,0.037106104,*,Louisiana,New Hampshire
LouisianatoNew Jersey,-0.137785529,0.270370202,-0.509618028,0.610319552,,Louisiana,New Jersey
LouisianatoNew Mexico,0.678542314,0.251265189,2.700502666,0.006923956,*,Louisiana,New Mexico
LouisianatoNew York,0.104727372,0.158004611,0.662812128,0.507451512,,Louisiana,New York
LouisianatoNorth Carolina,0.429350626,0.13072235,3.284446953,0.001021971,*,Louisiana,North Carolina
LouisianatoNorth Dakota,1.116791868,0.37237407,2.999112877,0.002707943,*,Louisiana,North Dakota
LouisianatoOhio,0.358558887,0.202292473,1.772477647,0.076316551,,Louisiana,Ohio
LouisianatoOklahoma,-0.318526817,0.126817674,-2.511691054,0.012016064,*,Louisiana,Oklahoma
LouisianatoOregon,1.166697392,0.222997415,5.231887509,1.68E-07,*,Louisiana,Oregon
LouisianatoPennsylvania,0.309545827,0.182174435,1.699172703,0.089287924,,Louisiana,Pennsylvania
LouisianatoRhode Island,-1.25024866,0.679452155,-1.840083442,0.065757203,,Louisiana,Rhode Island
LouisianatoSouth Carolina,0.040148467,0.17595683,0.228172255,0.819512521,,Louisiana,South Carolina
LouisianatoSouth Dakota,1.128354631,0.326646028,3.454365071,0.000551684,*,Louisiana,South Dakota
LouisianatoTennessee,-0.121901926,0.147667468,-0.825516462,0.409079248,,Louisiana,Tennessee
LouisianatoTexas,-0.167896913,0.056978434,-2.946674739,0.003212413,*,Louisiana,Texas
LouisianatoUtah,0.260123211,0.263556116,0.986974671,0.323656035,,Louisiana,Utah
LouisianatoVermont,0.274828663,0.588474299,0.467018974,0.640486721,,Louisiana,Vermont
LouisianatoVirginia,0.842875141,0.136663531,6.167520602,6.95E-10,*,Louisiana,Virginia
LouisianatoWashington,0.915458124,0.184559311,4.960238092,7.05E-07,*,Louisiana,Washington
LouisianatoWest Virginia,1.361726042,0.416221331,3.27163925,0.001069408,*,Louisiana,West Virginia
LouisianatoWisconsin,0.004917094,0.205316013,0.023948907,0.980893383,,Louisiana,Wisconsin
LouisianatoWyoming,0.81496884,0.355071656,2.295223589,0.021721159,*,Louisiana,Wyoming
MainetoAlabama,0.474283988,0.588469571,0.805961787,0.420265669,,Maine,Alabama
MainetoArizona,0.505636992,0.285937061,1.768350668,0.077003549,,Maine,Arizona
MainetoArkansas,0.018762859,0.588481031,0.031883542,0.97456495,,Maine,Arkansas
MainetoCalifornia,1.024026737,0.170853287,5.993602802,2.06E-09,*,Maine,California
MainetoColorado,0.965250141,0.294637103,3.276064458,0.001052792,*,Maine,Colorado
MainetoConnecticut,-0.797483238,0.222719284,-3.580665411,0.000342787,*,Maine,Connecticut
MainetoDelaware,-0.970448782,0.588414619,-1.649260149,0.099095639,,Maine,Delaware
MainetoDistrict of Columbia,0.155245184,0.526344383,0.294949826,0.768032459,,Maine,District of Columbia
MainetoFlorida,0.675162786,0.125022571,5.400327153,6.66E-08,*,Maine,Florida
MainetoGeorgia,0.37313417,0.304154666,1.226790876,0.219902386,,Maine,Georgia
MainetoIdaho,0.912053583,0.392596029,2.32313502,0.020172719,*,Maine,Idaho
MainetoIllinois,0.048009059,0.339984108,0.141209715,0.887704388,,Maine,Illinois
MainetoIndiana,-0.016977906,0.304158721,-0.055819231,0.95548586,,Maine,Indiana
MainetoIowa,1.140032809,0.416264217,2.738724017,0.00616826,*,Maine,Iowa
MainetoKansas,0.494555333,0.679478877,0.727845045,0.466709146,,Maine,Kansas
MainetoKentucky,0.522384881,0.372352264,1.402931931,0.160638412,,Maine,Kentucky
MainetoLouisiana,-0.796920673,0.340019848,-2.343747512,0.019091889,*,Maine,Louisiana
MainetoMaine,0.627581389,0.079790649,7.865350105,3.70E-15,*,Maine,Maine
MainetoMaryland,-0.233578921,0.31474803,-0.742114005,0.45801898,,Maine,Maryland
MainetoMassachusetts,-0.890069954,0.129015666,-6.898929285,5.25E-12,*,Maine,Massachusetts
MainetoMichigan,-0.967779343,0.159324403,-6.074269392,1.25E-09,*,Maine,Michigan
MainetoMinnesota,0.414673408,0.34001341,1.219579568,0.222625476,,Maine,Minnesota
MainetoMississippi,1.185954073,0.588477062,2.015293627,0.043874988,*,Maine,Mississippi
MainetoMissouri,1.092266419,0.444965047,2.454724087,0.01409997,*,Maine,Missouri
MainetoMontana,1.517063049,0.480641611,3.156328986,0.00159788,*,Maine,Montana
MainetoNebraska,0.24272798,0.679463016,0.357235014,0.720916185,,Maine,Nebraska
MainetoNevada,0.91681117,0.480665391,1.907379201,0.056472675,,Maine,Nevada
MainetoNew Hampshire,-0.948870072,0.152398858,-6.226228227,4.79E-10,*,Maine,New Hampshire
MainetoNew Jersey,-0.096464633,0.354990066,-0.271738964,0.785822969,,Maine,New Jersey
MainetoNew Mexico,0.824229249,0.372453274,2.212973563,0.026900391,*,Maine,New Mexico
MainetoNew York,-0.537542466,0.152453024,-3.525954751,0.000422036,*,Maine,New York
MainetoNorth Carolina,0.259038241,0.199400446,1.299085564,0.193915795,,Maine,North Carolina
MainetoNorth Dakota,1.4578977,0.832111503,1.752046085,0.079767141,,Maine,North Dakota
MainetoOhio,0.289831883,0.257152564,1.127081443,0.259709158,,Maine,Ohio
MainetoOklahoma,-0.371640495,0.416291827,-0.89274031,0.371997139,,Maine,Oklahoma
MainetoOregon,1.386501776,0.2947152,4.7045479,2.55E-06,*,Maine,Oregon
MainetoPennsylvania,-0.391453471,0.179926093,-2.175634813,0.029583535,*,Maine,Pennsylvania
MainetoRhode Island,-1.504811767,0.257045631,-5.854259265,4.80E-09,*,Maine,Rhode Island
MainetoSouth Carolina,0.424972525,0.270324284,1.572084163,0.115932332,,Maine,South Carolina
MainetoSouth Dakota,2.069872725,0.679494827,3.046193501,0.002317834,*,Maine,South Dakota
MainetoTennessee,0.627417261,0.263521381,2.380896981,0.017271305,*,Maine,Tennessee
MainetoTexas,0.741063489,0.211981987,3.495879534,0.000472586,*,Maine,Texas
MainetoUtah,1.163369735,0.679497711,1.712102509,0.086879051,,Maine,Utah
MainetoVermont,-0.629176246,0.188800767,-3.332487764,0.000860861,*,Maine,Vermont
MainetoVirginia,0.042791576,0.193915033,0.220671782,0.825348189,,Maine,Virginia
MainetoWashington,1.304293732,0.304339789,4.285649718,1.82E-05,*,Maine,Washington
MainetoWest Virginia,0.474120272,0.372320154,1.273420915,0.202869934,,Maine,West Virginia
MainetoWisconsin,0.276858168,0.294533969,0.939987223,0.347225046,,Maine,Wisconsin
MainetoWyoming,1.156111913,0.679488639,1.701444068,0.088860908,,Maine,Wyoming
MarylandtoAlabama,-0.332296908,0.174068427,-1.909001614,0.056263057,,Maryland,Alabama
MarylandtoArizona,0.964763665,0.235976396,4.088390534,4.35E-05,*,Maryland,Arizona
MarylandtoArkansas,0.944658484,0.294514212,3.207514089,0.001339048,*,Maryland,Arkansas
MarylandtoCalifornia,0.984893505,0.101470787,9.706177879,2.86E-22,*,Maryland,California
MarylandtoColorado,0.927039869,0.140622258,6.59241206,4.34E-11,*,Maryland,Colorado
MarylandtoConnecticut,-0.69981687,0.199326893,-3.5109004,0.000446672,*,Maryland,Connecticut
MarylandtoDelaware,-0.517813156,0.151217092,-3.424303089,0.00061648,*,Maryland,Delaware
MarylandtoDistrict of Columbia,-0.310133911,0.285719687,-1.085448168,0.277724282,,Maryland,District of Columbia
MarylandtoFlorida,0.257127222,0.072829985,3.530513177,0.000414831,*,Maryland,Florida
MarylandtoGeorgia,-0.00217355,0.111540176,-0.019486703,0.98445286,,Maryland,Georgia
MarylandtoIdaho,1.433573348,0.372457381,3.84895943,0.000118651,*,Maryland,Idaho
MarylandtoIllinois,-0.016939648,0.177978679,-0.095177962,0.924173553,,Maryland,Illinois
MarylandtoIndiana,-0.16424898,0.182086863,-0.902036408,0.367038419,,Maryland,Indiana
MarylandtoIowa,0.059977345,0.231227576,0.259386644,0.795337153,,Maryland,Iowa
MarylandtoKansas,0.141699738,0.245811712,0.576456413,0.564307255,,Maryland,Kansas
MarylandtoKentucky,-0.118129483,0.177898538,-0.664027286,0.506673476,,Maryland,Kentucky
MarylandtoLouisiana,-0.121284797,0.226942854,-0.534428797,0.593045387,,Maryland,Louisiana
MarylandtoMaine,-0.5222727,0.240546239,-2.171194619,0.029917425,*,Maryland,Maine
MarylandtoMaryland,0.148148063,0.057564961,2.573580532,0.010065807,*,Maryland,Maryland
MarylandtoMassachusetts,-0.56856999,0.155092617,-3.666002945,0.000246423,*,Maryland,Massachusetts
MarylandtoMichigan,-0.59278723,0.150064727,-3.950210305,7.81E-05,*,Maryland,Michigan
MarylandtoMinnesota,-0.040087361,0.194030455,-0.206603447,0.836319741,,Maryland,Minnesota
MarylandtoMississippi,0.450289567,0.24576875,1.832167707,0.066927658,,Maryland,Mississippi
MarylandtoMissouri,0.14630919,0.186628596,0.783959122,0.433064858,,Maryland,Missouri
MarylandtoMontana,0.800085592,0.526437515,1.519811125,0.128559749,,Maryland,Montana
MarylandtoNebraska,0.457091163,0.26354265,1.734410592,0.082846521,,Maryland,Nebraska
MarylandtoNevada,1.057753601,0.30431457,3.475855929,0.000509314,*,Maryland,Nevada
MarylandtoNew Hampshire,-0.37810539,0.251194098,-1.505231983,0.132265741,,Maryland,New Hampshire
MarylandtoNew Jersey,-1.123699384,0.122062193,-9.205957699,3.41E-20,*,Maryland,New Jersey
MarylandtoNew Mexico,0.643309873,0.245885676,2.616296661,0.008889477,*,Maryland,New Mexico
MarylandtoNew York,-0.911105837,0.094525341,-9.63874692,5.54E-22,*,Maryland,New York
MarylandtoNorth Carolina,-0.443112292,0.076266505,-5.810051132,6.25E-09,*,Maryland,North Carolina
MarylandtoNorth Dakota,0.314684848,0.44497277,0.707200235,0.479442728,,Maryland,North Dakota
MarylandtoOhio,-0.630782782,0.113470804,-5.55898749,2.72E-08,*,Maryland,Ohio
MarylandtoOklahoma,0.351881103,0.202379256,1.7387212,0.082085078,,Maryland,Oklahoma
MarylandtoOregon,0.916763701,0.231445376,3.96103702,7.46E-05,*,Maryland,Oregon
MarylandtoPennsylvania,-1.114389415,0.062569055,-17.81055214,6.49E-71,*,Maryland,Pennsylvania
MarylandtoRhode Island,-0.866231519,0.285659975,-3.032386735,0.002426536,*,Maryland,Rhode Island
MarylandtoSouth Carolina,-0.067178848,0.104053926,-0.645615703,0.518528873,,Maryland,South Carolina
MarylandtoSouth Dakota,0.599651183,0.526392367,1.139171501,0.254632749,,Maryland,South Dakota
MarylandtoTennessee,-0.131416849,0.172183836,-0.763235692,0.445323585,,Maryland,Tennessee
MarylandtoTexas,0.622337994,0.101097431,6.155824045,7.48E-10,*,Maryland,Texas
MarylandtoUtah,0.771021703,0.245929168,3.135137275,0.001717941,*,Maryland,Utah
MarylandtoVermont,-0.887386923,0.235685842,-3.76512613,0.000166504,*,Maryland,Vermont
MarylandtoVirginia,-0.781931462,0.059149247,-13.21963514,6.98E-40,*,Maryland,Virginia
MarylandtoWashington,1.14778823,0.162626895,7.057800824,1.70E-12,*,Maryland,Washington
MarylandtoWest Virginia,-0.462522592,0.113377939,-4.079476097,4.52E-05,*,Maryland,West Virginia
MarylandtoWisconsin,-0.519420696,0.199404678,-2.604857119,0.009191816,*,Maryland,Wisconsin
MarylandtoWyoming,-0.333272169,0.526425827,-0.633084762,0.526678887,,Maryland,Wyoming
MassachusettstoAlabama,0.0327102,0.219014547,0.149351725,0.881276226,,Massachusetts,Alabama
MassachusettstoArizona,0.857963839,0.212097875,4.045131698,5.23E-05,*,Massachusetts,Arizona
MassachusettstoArkansas,-0.244503516,0.372402941,-0.656556351,0.511466842,,Massachusetts,Arkansas
MassachusettstoCalifornia,1.065415257,0.103736465,10.27040262,9.69E-25,*,Massachusetts,California
MassachusettstoColorado,0.846492435,0.151628814,5.582662097,2.37E-08,*,Massachusetts,Colorado
MassachusettstoConnecticut,-0.590944542,0.129839462,-4.551347725,5.33E-06,*,Massachusetts,Connecticut
MassachusettstoDelaware,-0.738378423,0.33989977,-2.172341638,0.029830864,*,Massachusetts,Delaware
MassachusettstoDistrict of Columbia,0.765504551,0.355007315,2.156306414,0.031060722,*,Massachusetts,District of Columbia
MassachusettstoFlorida,0.670645975,0.078493621,8.543955098,1.30E-17,*,Massachusetts,Florida
MassachusettstoGeorgia,0.218846145,0.142450157,1.536299786,0.12446617,,Massachusetts,Georgia
MassachusettstoIdaho,0.387011287,0.41635219,0.929528645,0.352616108,,Massachusetts,Idaho
MassachusettstoIllinois,0.441388923,0.186684821,2.364353572,0.018062345,*,Massachusetts,Illinois
MassachusettstoIndiana,0.088088113,0.235790756,0.373585946,0.708712716,,Massachusetts,Indiana
MassachusettstoIowa,0.283964865,0.32669297,0.869210211,0.384733019,,Massachusetts,Iowa
MassachusettstoKansas,0.767644989,0.277783015,2.763469858,0.005719466,*,Massachusetts,Kansas
MassachusettstoKentucky,-0.012406696,0.263504783,-0.047083379,0.962446813,,Massachusetts,Kentucky
MassachusettstoLouisiana,-0.147960867,0.240697337,-0.614717505,0.538741871,,Massachusetts,Louisiana
MassachusettstoMaine,-0.436843881,0.104763911,-4.169793568,3.05E-05,*,Massachusetts,Maine
MassachusettstoMaryland,-0.558085052,0.162194087,-3.440847083,0.000579993,*,Massachusetts,Maryland
MassachusettstoMassachusetts,0.828356843,0.092592768,8.946236924,3.70E-19,*,Massachusetts,Massachusetts
MassachusettstoMichigan,-0.134153703,0.134901481,-0.994456857,0.320001487,,Massachusetts,Michigan
MassachusettstoMinnesota,0.436464243,0.2024154,2.15627983,0.031062796,*,Massachusetts,Minnesota
MassachusettstoMississippi,-0.19477118,0.340003253,-0.57285093,0.56674616,,Massachusetts,Mississippi
MassachusettstoMissouri,0.360476094,0.245837055,1.466321235,0.142562083,,Massachusetts,Missouri
MassachusettstoMontana,1.571854881,0.445031149,3.532010928,0.000412488,*,Massachusetts,Montana
MassachusettstoNebraska,0.201984455,0.32671454,0.618229159,0.536424869,,Massachusetts,Nebraska
MassachusettstoNevada,0.977428916,0.314990357,3.103043936,0.001915631,*,Massachusetts,Nevada
MassachusettstoNew Hampshire,-0.185354421,0.124716471,-1.486206436,0.137225819,,Massachusetts,New Hampshire
MassachusettstoNew Jersey,-0.887612863,0.139307237,-6.371620622,1.87E-10,*,Massachusetts,New Jersey
MassachusettstoNew Mexico,0.590384695,0.294640262,2.003747522,0.045098218,*,Massachusetts,New Mexico
MassachusettstoNew York,-0.73530459,0.077853773,-9.444687937,3.59E-21,*,Massachusetts,New York
MassachusettstoNorth Carolina,0.225032131,0.105787317,2.12721277,0.03340341,*,Massachusetts,North Carolina
MassachusettstoNorth Dakota,0.42474651,0.679464899,0.625119136,0.531893455,,Massachusetts,North Dakota
MassachusettstoOhio,-0.261308698,0.132355057,-1.974300831,0.048348674,*,Massachusetts,Ohio
MassachusettstoOklahoma,0.109096802,0.251379471,0.433992486,0.664294282,,Massachusetts,Oklahoma
MassachusettstoOregon,1.070372314,0.212124924,5.04595261,4.52E-07,*,Massachusetts,Oregon
MassachusettstoPennsylvania,-0.709874674,0.103683583,-6.846548447,7.58E-12,*,Massachusetts,Pennsylvania
MassachusettstoRhode Island,-0.275069763,0.157804544,-1.743104201,0.081316676,,Massachusetts,Rhode Island
MassachusettstoSouth Carolina,0.262211571,0.13402742,1.95640244,0.050418905,,Massachusetts,South Carolina
MassachusettstoSouth Dakota,0.656128344,0.526424915,1.246385428,0.212624126,,Massachusetts,South Dakota
MassachusettstoTennessee,0.182781257,0.178018263,1.026755646,0.304536558,,Massachusetts,Tennessee
MassachusettstoTexas,0.683953989,0.118293065,5.78186042,7.40E-09,*,Massachusetts,Texas
MassachusettstoUtah,0.744048246,0.263686349,2.821716972,0.004777118,*,Massachusetts,Utah
MassachusettstoVermont,-0.811078045,0.117192666,-6.920894245,4.50E-12,*,Massachusetts,Vermont
MassachusettstoVirginia,-0.189885491,0.099684165,-1.904871164,0.056797996,,Massachusetts,Virginia
MassachusettstoWashington,1.047486163,0.174458647,6.004208914,1.93E-09,*,Massachusetts,Washington
MassachusettstoWest Virginia,0.031446558,0.372310405,0.08446328,0.932688166,,Massachusetts,West Virginia
MassachusettstoWisconsin,-0.164109889,0.196696871,-0.834328926,0.404096474,,Massachusetts,Wisconsin
MassachusettstoWyoming,1.587861016,0.588518693,2.698063859,0.006974886,*,Massachusetts,Wyoming
MichigantoAlabama,-0.033580921,0.133104306,-0.252290271,0.80081692,,Michigan,Alabama
MichigantoArizona,0.895324683,0.120664482,7.419952176,1.18E-13,*,Michigan,Arizona
MichigantoArkansas,0.313534265,0.199370691,1.572619644,0.115808214,,Michigan,Arkansas
MichigantoCalifornia,0.57528522,0.090467483,6.359027575,2.03E-10,*,Michigan,California
MichigantoColorado,0.443431887,0.110360719,4.018022804,5.87E-05,*,Michigan,Colorado
MichigantoConnecticut,-0.190652302,0.226894046,-0.840270182,0.40075774,,Michigan,Connecticut
MichigantoDelaware,-1.408425195,0.416197308,-3.384032448,0.000714408,*,Michigan,Delaware
MichigantoDistrict of Columbia,-0.159627709,0.339924569,-0.469597444,0.638643071,,Michigan,District of Columbia
MichigantoFlorida,0.630896886,0.059082307,10.67827102,1.30E-26,*,Michigan,Florida
MichigantoGeorgia,0.042765873,0.100398386,0.425961757,0.670136089,,Michigan,Georgia
MichigantoIdaho,0.946454445,0.257274093,3.678778666,0.000234404,*,Michigan,Idaho
MichigantoIllinois,-0.582177161,0.088884823,-6.549792691,5.77E-11,*,Michigan,Illinois
MichigantoIndiana,-0.817931148,0.075160809,-10.88241539,1.42E-27,*,Michigan,Indiana
MichigantoIowa,-0.252756179,0.159217961,-1.587485342,0.112404061,,Michigan,Iowa
MichigantoKansas,-0.277124359,0.191405881,-1.447836181,0.147664158,,Michigan,Kansas
MichigantoKentucky,-0.255542467,0.117209932,-2.180211714,0.029242725,*,Michigan,Kentucky
MichigantoLouisiana,0.080632074,0.177977528,0.453046373,0.650515753,,Michigan,Louisiana
MichigantoMaine,0.365940823,0.304138667,1.203203877,0.228898604,,Michigan,Maine
MichigantoMaryland,-0.467945928,0.152519805,-3.068099429,0.002154486,*,Michigan,Maryland
MichigantoMassachusetts,-0.141656797,0.159346982,-0.88898324,0.374012964,,Michigan,Massachusetts
MichigantoMichigan,-0.279812879,0.024014901,-11.65163568,2.29E-31,*,Michigan,Michigan
MichigantoMinnesota,-0.092864335,0.1202386,-0.7723338,0.4399175,,Michigan,Minnesota
MichigantoMississippi,0.312033711,0.191391503,1.630342552,0.103030411,,Michigan,Mississippi
MichigantoMissouri,0.057017634,0.129098565,0.441659707,0.658735863,,Michigan,Missouri
MichigantoMontana,0.401408344,0.222942575,1.800501064,0.071782792,,Michigan,Montana
MichigantoNebraska,0.255124126,0.202281655,1.261232152,0.207226425,,Michigan,Nebraska
MichigantoNevada,0.721489726,0.235950748,3.057798001,0.00222994,*,Michigan,Nevada
MichigantoNew Hampshire,-0.224828093,0.257146648,-0.874318583,0.381945644,,Michigan,New Hampshire
MichigantoNew Jersey,-0.343462225,0.184313995,-1.863462536,0.06239842,,Michigan,New Jersey
MichigantoNew Mexico,0.592979705,0.240695479,2.463609657,0.013755267,*,Michigan,New Mexico
MichigantoNew York,-0.43908364,0.107875571,-4.070278696,4.70E-05,*,Michigan,New York
MichigantoNorth Carolina,0.134577961,0.098343508,1.368447844,0.171173198,,Michigan,North Carolina
MichigantoNorth Dakota,0.366868536,0.218991317,1.675265214,0.09388349,,Michigan,North Dakota
MichigantoOhio,-1.041425758,0.06637201,-15.690737,1.86E-55,*,Michigan,Ohio
MichigantoOklahoma,0.079577237,0.16871902,0.471655402,0.637173197,,Michigan,Oklahoma
MichigantoOregon,0.847557343,0.161061539,5.262319915,1.42E-07,*,Michigan,Oregon
MichigantoPennsylvania,-0.713304177,0.111981963,-6.369813128,1.90E-10,*,Michigan,Pennsylvania
MichigantoRhode Island,0.066932697,0.444925708,0.150435671,0.880421025,,Michigan,Rhode Island
MichigantoSouth Carolina,-0.263632098,0.120887451,-2.180806167,0.029198709,*,Michigan,South Carolina
MichigantoSouth Dakota,-0.032433688,0.277709694,-0.116789904,0.907026641,,Michigan,South Dakota
MichigantoTennessee,-0.030276495,0.099637249,-0.303867229,0.761229305,,Michigan,Tennessee
MichigantoTexas,0.407043683,0.089061717,4.570355196,4.87E-06,*,Michigan,Texas
MichigantoUtah,0.168953014,0.208648035,0.809751282,0.418083929,,Michigan,Utah
MichigantoVermont,-0.254561865,0.285709562,-0.890981259,0.372940104,,Michigan,Vermont
MichigantoVirginia,0.171123118,0.105294136,1.625191334,0.104123089,,Michigan,Virginia
MichigantoWashington,0.835123684,0.133521422,6.254604469,3.99E-10,*,Michigan,Washington
MichigantoWest Virginia,-0.205772963,0.240509592,-0.855570715,0.392236115,,Michigan,West Virginia
MichigantoWisconsin,-0.735125163,0.080463308,-9.136153841,6.52E-20,*,Michigan,Wisconsin
MichigantoWyoming,0.3513189,0.211916529,1.657817359,0.097355623,,Michigan,Wyoming
